date;calls;weekday;month_day;month_year;reservations_2months_advance;total_reservations;summer_break;christmas_break;special_day
2014-01-25;1457;6;01-25;2014-01;2450.0;8144.0;0.0;0.0;0.0
2014-01-26;1112;7;01-26;2014-01;1383.0;6507.0;0.0;0.0;0.0
2014-01-27;2497;1;01-27;2014-01;3144.0;14561.0;0.0;0.0;0.0
2014-01-28;2340;2;01-28;2014-01;2490.0;12847.0;0.0;0.0;0.0
2014-01-29;2364;3;01-29;2014-01;2038.0;14625.0;0.0;0.0;0.0
2014-01-30;2285;4;01-30;2014-01;2593.0;13162.0;0.0;0.0;0.0
2014-01-31;2477;5;01-31;2014-01;2906.0;13759.0;0.0;0.0;0.0
2014-02-01;1600;6;02-01;2014-02;1360.0;9498.0;0.0;0.0;0.0
2014-02-02;1310;7;02-02;2014-02;1552.0;7815.0;0.0;0.0;0.0
2014-02-03;2673;1;02-03;2014-02;2135.0;15401.0;0.0;0.0;0.0
2014-02-04;2460;2;02-04;2014-02;2207.0;13840.0;0.0;0.0;0.0
2014-02-05;2491;3;02-05;2014-02;2636.0;14587.0;0.0;0.0;0.0
2014-02-06;2534;4;02-06;2014-02;2034.0;14325.0;0.0;0.0;0.0
2014-02-07;2487;5;02-07;2014-02;2192.0;13867.0;0.0;0.0;0.0
2014-02-08;1556;6;02-08;2014-02;1695.0;9019.0;0.0;0.0;0.0
2014-02-09;1203;7;02-09;2014-02;1178.0;6771.0;0.0;0.0;0.0
2014-02-10;2846;1;02-10;2014-02;2411.0;16353.0;0.0;0.0;0.0
2014-02-11;2515;2;02-11;2014-02;2101.0;14672.0;0.0;0.0;0.0
2014-02-12;2736;3;02-12;2014-02;1868.0;15025.0;0.0;0.0;0.0
2014-02-13;2659;4;02-13;2014-02;3172.0;15220.0;0.0;0.0;0.0
2014-02-14;2634;5;02-14;2014-02;2984.0;14546.0;0.0;0.0;0.0
2014-02-15;1792;6;02-15;2014-02;2770.0;10337.0;0.0;0.0;0.0
2014-02-16;1336;7;02-16;2014-02;1468.0;7622.0;0.0;0.0;0.0
2014-02-17;2910;1;02-17;2014-02;2448.0;17239.0;0.0;0.0;0.0
2014-02-18;2727;2;02-18;2014-02;1288.0;16420.0;0.0;0.0;0.0
2014-02-19;2713;3;02-19;2014-02;2300.0;14895.0;0.0;0.0;0.0
2014-02-20;2716;4;02-20;2014-02;2361.0;15834.0;0.0;0.0;0.0
2014-02-21;2724;5;02-21;2014-02;2621.0;16735.0;0.0;0.0;0.0
2014-02-22;1814;6;02-22;2014-02;2096.0;10785.0;0.0;0.0;0.0
2014-02-23;1352;7;02-23;2014-02;1163.0;7898.0;0.0;0.0;0.0
2014-02-24;3085;1;02-24;2014-02;2702.0;18223.0;0.0;0.0;0.0
2014-02-25;2766;2;02-25;2014-02;2542.0;15974.0;0.0;0.0;0.0
2014-02-26;2683;3;02-26;2014-02;1699.0;15350.0;0.0;0.0;0.0
2014-02-27;2764;4;02-27;2014-02;3213.0;18430.0;0.0;0.0;0.0
2014-02-28;2951;5;02-28;2014-02;3349.0;16408.0;0.0;0.0;0.0
2014-03-01;2026;6;03-01;2014-03;2846.0;11319.0;0.0;0.0;0.0
2014-03-02;1557;7;03-02;2014-03;1479.0;9363.0;0.0;0.0;0.0
2014-03-03;2938;1;03-03;2014-03;1513.0;16684.0;0.0;0.0;0.0
2014-03-04;2806;2;03-04;2014-03;2243.0;16655.0;0.0;0.0;0.0
2014-03-05;2917;3;03-05;2014-03;2975.0;17669.0;0.0;0.0;0.0
2014-03-06;2844;4;03-06;2014-03;2816.0;16723.0;0.0;0.0;0.0
2014-03-07;2820;5;03-07;2014-03;2210.0;16284.0;0.0;0.0;0.0
2014-03-08;1764;6;03-08;2014-03;3418.0;10798.0;0.0;0.0;0.0
2014-03-09;1305;7;03-09;2014-03;1441.0;7894.0;0.0;0.0;0.0
2014-03-10;3130;1;03-10;2014-03;2970.0;18416.0;0.0;0.0;0.0
2014-03-11;2930;2;03-11;2014-03;2028.0;17051.0;0.0;0.0;0.0
2014-03-12;2893;3;03-12;2014-03;2859.0;17058.0;0.0;0.0;0.0
2014-03-13;2898;4;03-13;2014-03;2688.0;17093.0;0.0;0.0;0.0
2014-03-14;2956;5;03-14;2014-03;2915.0;17090.0;0.0;0.0;0.0
2014-03-15;1951;6;03-15;2014-03;3028.0;11503.0;0.0;0.0;0.0
2014-03-16;1470;7;03-16;2014-03;1708.0;8523.0;0.0;0.0;0.0
2014-03-17;3463;1;03-17;2014-03;3298.0;18916.0;0.0;0.0;0.0
2014-03-18;3227;2;03-18;2014-03;2506.0;18670.0;0.0;0.0;0.0
2014-03-19;3084;3;03-19;2014-03;2325.0;18163.0;0.0;0.0;0.0
2014-03-20;2942;4;03-20;2014-03;3230.0;16366.0;0.0;0.0;0.0
2014-03-21;2942;5;03-21;2014-03;2015.0;16304.0;0.0;0.0;0.0
2014-03-22;2056;6;03-22;2014-03;3196.0;11517.0;0.0;0.0;0.0
2014-03-23;1627;7;03-23;2014-03;1076.0;9418.0;0.0;0.0;0.0
2014-03-24;3624;1;03-24;2014-03;3266.0;20517.0;0.0;0.0;0.0
2014-03-25;3822;2;03-25;2014-03;3599.0;21289.0;0.0;0.0;0.0
2014-03-26;3649;3;03-26;2014-03;3235.0;20211.0;0.0;0.0;0.0
2014-03-27;3776;4;03-27;2014-03;2914.0;23237.0;0.0;0.0;0.0
2014-03-28;3229;5;03-28;2014-03;2611.0;18447.0;0.0;0.0;0.0
2014-03-29;2171;6;03-29;2014-03;2744.0;12358.0;0.0;0.0;0.0
2014-03-30;1059;7;03-30;2014-03;1684.0;6559.0;0.0;0.0;1.0
2014-03-31;3522;1;03-31;2014-03;2294.0;20093.0;0.0;0.0;0.0
2014-04-01;3466;2;04-01;2014-04;2827.0;19429.0;0.0;0.0;0.0
2014-04-02;3685;3;04-02;2014-04;4088.0;21566.0;0.0;0.0;0.0
2014-04-03;3849;4;04-03;2014-04;4468.0;22780.0;0.0;0.0;0.0
2014-04-04;3732;5;04-04;2014-04;3588.0;20834.0;0.0;0.0;0.0
2014-04-05;2694;6;04-05;2014-04;3950.0;15450.0;0.0;0.0;0.0
2014-04-06;2221;7;04-06;2014-04;2518.0;13627.0;0.0;0.0;0.0
2014-04-07;4474;1;04-07;2014-04;2534.0;25860.0;0.0;0.0;0.0
2014-04-08;4117;2;04-08;2014-04;4223.0;22823.0;0.0;0.0;0.0
2014-04-09;4110;3;04-09;2014-04;3656.0;25809.0;0.0;0.0;0.0
2014-04-10;3922;4;04-10;2014-04;2653.0;23508.0;0.0;0.0;0.0
2014-04-11;3916;5;04-11;2014-04;2931.0;25179.0;0.0;0.0;0.0
2014-04-12;2878;6;04-12;2014-04;4031.0;17650.0;0.0;0.0;0.0
2014-04-13;2346;7;04-13;2014-04;1405.0;14580.0;0.0;0.0;0.0
2014-04-14;4852;1;04-14;2014-04;3014.0;27559.0;0.0;0.0;0.0
2014-04-15;4433;2;04-15;2014-04;3852.0;25150.0;0.0;0.0;0.0
2014-04-16;4578;3;04-16;2014-04;2416.0;27058.0;0.0;0.0;0.0
2014-04-17;4587;4;04-17;2014-04;4007.0;26834.0;0.0;0.0;0.0
2014-04-18;3357;5;04-18;2014-04;5726.0;18045.0;0.0;0.0;1.0
2014-04-19;3404;6;04-19;2014-04;4856.0;19806.0;0.0;0.0;0.0
2014-04-20;1950;7;04-20;2014-04;1968.0;10650.0;0.0;0.0;0.0
2014-04-21;1782;1;04-21;2014-04;2813.0;11221.0;0.0;0.0;1.0
2014-04-22;4893;2;04-22;2014-04;6178.0;29285.0;0.0;0.0;0.0
2014-04-23;3336;3;04-23;2014-04;4142.0;20508.0;0.0;0.0;1.0
2014-04-24;5130;4;04-24;2014-04;5278.0;28877.0;0.0;0.0;0.0
2014-04-25;3366;5;04-25;2014-04;8054.0;19130.0;0.0;0.0;0.0
2014-04-26;3160;6;04-26;2014-04;3556.0;19739.0;0.0;0.0;0.0
2014-04-27;2401;7;04-27;2014-04;2546.0;13875.0;0.0;0.0;0.0
2014-04-28;4942;1;04-28;2014-04;4293.0;29987.0;0.0;0.0;0.0
2014-04-29;4558;2;04-29;2014-04;4052.0;26435.0;0.0;0.0;0.0
2014-04-30;4924;3;04-30;2014-04;3435.0;30735.0;0.0;0.0;0.0
2014-05-01;3134;4;05-01;2014-05;3421.0;18633.0;0.0;0.0;0.0
2014-05-02;4376;5;05-02;2014-05;5443.0;26730.0;0.0;0.0;0.0
2014-05-03;2937;6;05-03;2014-05;3083.0;17565.0;0.0;0.0;0.0
2014-05-04;2118;7;05-04;2014-05;1212.0;12319.0;0.0;0.0;0.0
2014-05-05;2951;1;05-05;2014-05;3952.0;18055.0;0.0;0.0;1.0
2014-05-06;4060;2;05-06;2014-05;3162.0;22357.0;0.0;0.0;0.0
2014-05-07;4203;3;05-07;2014-05;2433.0;24513.0;0.0;0.0;0.0
2014-05-08;4221;4;05-08;2014-05;3331.0;24195.0;0.0;0.0;0.0
2014-05-09;3812;5;05-09;2014-05;4663.0;21763.0;0.0;0.0;0.0
2014-05-10;2800;6;05-10;2014-05;2912.0;15216.0;0.0;0.0;0.0
2014-05-11;1961;7;05-11;2014-05;1472.0;10991.0;0.0;0.0;0.0
2014-05-12;4337;1;05-12;2014-05;2183.0;27560.0;0.0;0.0;0.0
2014-05-13;4197;2;05-13;2014-05;2871.0;22547.0;0.0;0.0;0.0
2014-05-14;4355;3;05-14;2014-05;3306.0;25536.0;0.0;0.0;0.0
2014-05-15;4245;4;05-15;2014-05;4412.0;25025.0;0.0;0.0;0.0
2014-05-16;3999;5;05-16;2014-05;4208.0;23279.0;0.0;0.0;0.0
2014-05-17;2771;6;05-17;2014-05;3919.0;16556.0;0.0;0.0;0.0
2014-05-18;1970;7;05-18;2014-05;2073.0;11056.0;0.0;0.0;0.0
2014-05-19;4573;1;05-19;2014-05;4731.0;26560.0;0.0;0.0;0.0
2014-05-20;4380;2;05-20;2014-05;3178.0;26176.0;0.0;0.0;0.0
2014-05-21;4434;3;05-21;2014-05;4163.0;24844.0;0.0;0.0;0.0
2014-05-22;4223;4;05-22;2014-05;2553.0;25989.0;0.0;0.0;0.0
2014-05-23;4476;5;05-23;2014-05;3807.0;26896.0;0.0;0.0;0.0
2014-05-24;3064;6;05-24;2014-05;3402.0;16980.0;0.0;0.0;0.0
2014-05-25;2254;7;05-25;2014-05;2351.0;13471.0;0.0;0.0;0.0
2014-05-26;3423;1;05-26;2014-05;4050.0;21294.0;0.0;0.0;1.0
2014-05-27;4713;2;05-27;2014-05;4579.0;28121.0;0.0;0.0;0.0
2014-05-28;5129;3;05-28;2014-05;3466.0;30438.0;0.0;0.0;0.0
2014-05-29;5479;4;05-29;2014-05;5159.0;31737.0;0.0;0.0;0.0
2014-05-30;5366;5;05-30;2014-05;3806.0;30460.0;0.0;0.0;0.0
2014-05-31;4313;6;05-31;2014-05;4737.0;25393.0;0.0;0.0;0.0
2014-06-01;2954;7;06-01;2014-06;3534.0;18044.0;0.0;0.0;0.0
2014-06-02;3572;1;06-02;2014-06;4050.0;21140.0;0.0;0.0;0.0
2014-06-03;6612;2;06-03;2014-06;4819.0;40425.0;0.0;0.0;0.0
2014-06-04;6414;3;06-04;2014-06;4707.0;38314.0;0.0;0.0;0.0
2014-06-05;6685;4;06-05;2014-06;6178.0;36745.0;0.0;0.0;0.0
2014-06-06;6728;5;06-06;2014-06;3476.0;42859.0;0.0;0.0;0.0
2014-06-07;4543;6;06-07;2014-06;4235.0;25497.0;0.0;0.0;0.0
2014-06-08;3625;7;06-08;2014-06;2412.0;21543.0;0.0;0.0;0.0
2014-06-09;7244;1;06-09;2014-06;5262.0;39979.0;0.0;0.0;0.0
2014-06-10;7088;2;06-10;2014-06;4406.0;39656.0;0.0;0.0;0.0
2014-06-11;7211;3;06-11;2014-06;6620.0;44881.0;0.0;0.0;0.0
2014-06-12;5221;4;06-12;2014-06;4715.0;29105.0;0.0;0.0;0.0
2014-06-13;4399;5;06-13;2014-06;3074.0;24980.0;0.0;0.0;0.0
2014-06-14;3355;6;06-14;2014-06;3465.0;18379.0;0.0;0.0;0.0
2014-06-15;2805;7;06-15;2014-06;2864.0;15911.0;0.0;0.0;0.0
2014-06-16;5211;1;06-16;2014-06;3052.0;30226.0;0.0;0.0;0.0
2014-06-17;4949;2;06-17;2014-06;4106.0;29640.0;0.0;0.0;0.0
2014-06-18;5135;3;06-18;2014-06;4383.0;30075.0;0.0;0.0;0.0
2014-06-19;4898;4;06-19;2014-06;5778.0;27155.0;0.0;0.0;0.0
2014-06-20;4567;5;06-20;2014-06;4953.0;29111.0;0.0;0.0;0.0
2014-06-21;3592;6;06-21;2014-06;4434.0;20366.0;0.0;0.0;0.0
2014-06-22;2860;7;06-22;2014-06;3272.0;16562.0;0.0;0.0;0.0
2014-06-23;6599;1;06-23;2014-06;5415.0;39047.0;0.0;0.0;0.0
2014-06-24;4724;2;06-24;2014-06;3693.0;27848.0;0.0;0.0;0.0
2014-06-25;5219;3;06-25;2014-06;4471.0;30538.0;0.0;0.0;0.0
2014-06-26;5157;4;06-26;2014-06;5690.0;31170.0;0.0;0.0;0.0
2014-06-27;4789;5;06-27;2014-06;4510.0;28093.0;0.0;0.0;0.0
2014-06-28;3435;6;06-28;2014-06;4512.0;19932.0;0.0;0.0;0.0
2014-06-29;2727;7;06-29;2014-06;2200.0;14851.0;0.0;0.0;0.0
2014-06-30;5549;1;06-30;2014-06;3843.0;31851.0;1.0;0.0;0.0
2014-07-01;5655;2;07-01;2014-07;4590.0;32606.0;1.0;0.0;0.0
2014-07-02;5401;3;07-02;2014-07;6285.0;32295.0;1.0;0.0;0.0
2014-07-03;5291;4;07-03;2014-07;3894.0;29581.0;1.0;0.0;0.0
2014-07-04;5302;5;07-04;2014-07;5829.0;30144.0;1.0;0.0;0.0
2014-07-05;4173;6;07-05;2014-07;5431.0;24157.0;1.0;0.0;0.0
2014-07-06;3535;7;07-06;2014-07;3426.0;20898.0;1.0;0.0;0.0
2014-07-07;6167;1;07-07;2014-07;5915.0;36524.0;1.0;0.0;0.0
2014-07-08;5869;2;07-08;2014-07;4597.0;33938.0;1.0;0.0;0.0
2014-07-09;5816;3;07-09;2014-07;4802.0;34599.0;1.0;0.0;0.0
2014-07-10;6090;4;07-10;2014-07;5728.0;36182.0;1.0;0.0;0.0
2014-07-11;5871;5;07-11;2014-07;4378.0;35915.0;1.0;0.0;0.0
2014-07-12;4432;6;07-12;2014-07;5929.0;26687.0;1.0;0.0;0.0
2014-07-13;3577;7;07-13;2014-07;3140.0;20907.0;1.0;0.0;0.0
2014-07-14;6553;1;07-14;2014-07;6936.0;38016.0;1.0;0.0;0.0
2014-07-15;6149;2;07-15;2014-07;4081.0;36359.0;1.0;0.0;0.0
2014-07-16;6127;3;07-16;2014-07;5816.0;36258.0;1.0;0.0;0.0
2014-07-17;6111;4;07-17;2014-07;5052.0;37130.0;1.0;0.0;0.0
2014-07-18;6129;5;07-18;2014-07;8736.0;34515.0;1.0;0.0;0.0
2014-07-19;4754;6;07-19;2014-07;5537.0;27831.0;1.0;0.0;0.0
2014-07-20;4004;7;07-20;2014-07;3435.0;23742.0;1.0;0.0;0.0
2014-07-21;6865;1;07-21;2014-07;5349.0;39620.0;1.0;0.0;0.0
2014-07-22;8218;2;07-22;2014-07;6283.0;51266.0;1.0;0.0;0.0
2014-07-23;8590;3;07-23;2014-07;6906.0;49922.0;1.0;0.0;0.0
2014-07-24;8654;4;07-24;2014-07;7521.0;52600.0;1.0;0.0;0.0
2014-07-25;7905;5;07-25;2014-07;8593.0;50423.0;1.0;0.0;0.0
2014-07-26;5265;6;07-26;2014-07;5370.0;30140.0;1.0;0.0;0.0
2014-07-27;4244;7;07-27;2014-07;4846.0;23685.0;1.0;0.0;0.0
2014-07-28;6912;1;07-28;2014-07;8683.0;40511.0;1.0;0.0;0.0
2014-07-29;6651;2;07-29;2014-07;4496.0;36714.0;1.0;0.0;0.0
2014-07-30;6977;3;07-30;2014-07;6236.0;41216.0;1.0;0.0;0.0
2014-07-31;6707;4;07-31;2014-07;6376.0;36377.0;1.0;0.0;0.0
2014-08-01;7103;5;08-01;2014-08;5369.0;40389.0;1.0;0.0;0.0
2014-08-02;5445;6;08-02;2014-08;5978.0;30984.0;1.0;0.0;0.0
2014-08-03;4870;7;08-03;2014-08;4731.0;27682.0;1.0;0.0;0.0
2014-08-04;7803;1;08-04;2014-08;10510.0;44435.0;1.0;0.0;0.0
2014-08-05;7697;2;08-05;2014-08;7812.0;43327.0;1.0;0.0;0.0
2014-08-06;8159;3;08-06;2014-08;8475.0;45438.0;1.0;0.0;0.0
2014-08-07;7988;4;08-07;2014-08;9317.0;48003.0;1.0;0.0;0.0
2014-08-08;8025;5;08-08;2014-08;11372.0;45668.0;1.0;0.0;0.0
2014-08-09;7484;6;08-09;2014-08;12406.0;41553.0;1.0;0.0;0.0
2014-08-10;6082;7;08-10;2014-08;8866.0;36534.0;1.0;0.0;0.0
2014-08-11;9716;1;08-11;2014-08;11664.0;56758.0;1.0;0.0;0.0
2014-08-12;9713;2;08-12;2014-08;11940.0;59441.0;1.0;0.0;0.0
2014-08-13;9795;3;08-13;2014-08;7678.0;59628.0;1.0;0.0;0.0
2014-08-14;9862;4;08-14;2014-08;11193.0;58021.0;1.0;0.0;0.0
2014-08-15;5865;5;08-15;2014-08;6268.0;36794.0;1.0;0.0;0.0
2014-08-16;6790;6;08-16;2014-08;7485.0;40767.0;1.0;0.0;0.0
2014-08-17;5647;7;08-17;2014-08;9242.0;35043.0;1.0;0.0;0.0
2014-08-18;7818;1;08-18;2014-08;11408.0;48873.0;1.0;0.0;0.0
2014-08-19;6783;2;08-19;2014-08;4734.0;38698.0;1.0;0.0;0.0
2014-08-20;6716;3;08-20;2014-08;6354.0;38345.0;1.0;0.0;0.0
2014-08-21;6523;4;08-21;2014-08;7243.0;38500.0;1.0;0.0;0.0
2014-08-22;6148;5;08-22;2014-08;7636.0;33885.0;1.0;0.0;0.0
2014-08-23;5077;6;08-23;2014-08;7576.0;31231.0;1.0;0.0;0.0
2014-08-24;3803;7;08-24;2014-08;4602.0;21417.0;1.0;0.0;0.0
2014-08-25;4303;1;08-25;2014-08;8410.0;25223.0;1.0;0.0;1.0
2014-08-26;5640;2;08-26;2014-08;5530.0;31032.0;1.0;0.0;0.0
2014-08-27;5450;3;08-27;2014-08;5261.0;31130.0;1.0;0.0;0.0
2014-08-28;5374;4;08-28;2014-08;5129.0;30515.0;1.0;0.0;0.0
2014-08-29;5481;5;08-29;2014-08;7092.0;36489.0;1.0;0.0;0.0
2014-08-30;3469;6;08-30;2014-08;4062.0;20696.0;0.0;0.0;0.0
2014-08-31;2858;7;08-31;2014-08;2918.0;17465.0;0.0;0.0;0.0
2014-09-01;5387;1;09-01;2014-09;3587.0;31878.0;0.0;0.0;0.0
2014-09-02;5157;2;09-02;2014-09;4757.0;28496.0;0.0;0.0;0.0
2014-09-03;5053;3;09-03;2014-09;3505.0;30028.0;0.0;0.0;0.0
2014-09-04;5480;4;09-04;2014-09;4057.0;33817.0;0.0;0.0;0.0
2014-09-05;5699;5;09-05;2014-09;7471.0;31782.0;0.0;0.0;0.0
2014-09-06;4374;6;09-06;2014-09;5731.0;26236.0;0.0;0.0;0.0
2014-09-07;2896;7;09-07;2014-09;2784.0;18076.0;0.0;0.0;0.0
2014-09-08;5286;1;09-08;2014-09;3454.0;30075.0;0.0;0.0;0.0
2014-09-09;5106;2;09-09;2014-09;5661.0;29640.0;0.0;0.0;0.0
2014-09-10;5330;3;09-10;2014-09;5589.0;30838.0;0.0;0.0;0.0
2014-09-11;5326;4;09-11;2014-09;5394.0;31020.0;0.0;0.0;0.0
2014-09-12;5290;5;09-12;2014-09;5480.0;29285.0;0.0;0.0;0.0
2014-09-13;3886;6;09-13;2014-09;4288.0;22644.0;0.0;0.0;0.0
2014-09-14;2828;7;09-14;2014-09;2647.0;15262.0;0.0;0.0;0.0
2014-09-15;5207;1;09-15;2014-09;5389.0;29890.0;0.0;0.0;0.0
2014-09-16;4855;2;09-16;2014-09;3330.0;30158.0;0.0;0.0;0.0
2014-09-17;5125;3;09-17;2014-09;3530.0;28494.0;0.0;0.0;0.0
2014-09-18;4999;4;09-18;2014-09;3618.0;27807.0;0.0;0.0;0.0
2014-09-19;5030;5;09-19;2014-09;3734.0;30574.0;0.0;0.0;0.0
2014-09-20;3858;6;09-20;2014-09;4597.0;22574.0;0.0;0.0;0.0
2014-09-21;2982;7;09-21;2014-09;3842.0;17099.0;0.0;0.0;0.0
2014-09-22;5098;1;09-22;2014-09;4490.0;30239.0;0.0;0.0;0.0
2014-09-23;4878;2;09-23;2014-09;4150.0;26653.0;0.0;0.0;0.0
2014-09-24;4987;3;09-24;2014-09;3448.0;31506.0;0.0;0.0;0.0
2014-09-25;4823;4;09-25;2014-09;3763.0;28063.0;0.0;0.0;0.0
2014-09-26;4747;5;09-26;2014-09;5949.0;26847.0;0.0;0.0;0.0
2014-09-27;3636;6;09-27;2014-09;4052.0;20311.0;0.0;0.0;0.0
2014-09-28;2588;7;09-28;2014-09;2145.0;14797.0;0.0;0.0;0.0
2014-09-29;4560;1;09-29;2014-09;3776.0;26698.0;0.0;0.0;0.0
2014-09-30;4289;2;09-30;2014-09;3181.0;25527.0;0.0;0.0;0.0
2014-10-01;4561;3;10-01;2014-10;2995.0;25828.0;0.0;0.0;0.0
2014-10-02;4489;4;10-02;2014-10;3190.0;28140.0;0.0;0.0;0.0
2014-10-03;4597;5;10-03;2014-10;3690.0;26754.0;0.0;0.0;0.0
2014-10-04;3369;6;10-04;2014-10;4576.0;18774.0;0.0;0.0;0.0
2014-10-05;2438;7;10-05;2014-10;2203.0;14287.0;0.0;0.0;0.0
2014-10-06;4317;1;10-06;2014-10;3621.0;23719.0;0.0;0.0;0.0
2014-10-07;4231;2;10-07;2014-10;3435.0;24559.0;0.0;0.0;0.0
2014-10-08;4799;3;10-08;2014-10;4880.0;25710.0;0.0;0.0;0.0
2014-10-09;4343;4;10-09;2014-10;5403.0;22192.0;0.0;0.0;0.0
2014-10-10;4544;5;10-10;2014-10;3777.0;27779.0;0.0;0.0;0.0
2014-10-11;3449;6;10-11;2014-10;3624.0;20340.0;0.0;0.0;0.0
2014-10-12;2339;7;10-12;2014-10;2392.0;15022.0;0.0;0.0;0.0
2014-10-13;4395;1;10-13;2014-10;2763.0;26469.0;0.0;0.0;0.0
2014-10-14;4131;2;10-14;2014-10;3653.0;24638.0;0.0;0.0;0.0
2014-10-15;4220;3;10-15;2014-10;3368.0;24914.0;0.0;0.0;0.0
2014-10-16;3990;4;10-16;2014-10;3711.0;23240.0;0.0;0.0;0.0
2014-10-17;3863;5;10-17;2014-10;3951.0;22293.0;0.0;0.0;0.0
2014-10-18;2793;6;10-18;2014-10;3059.0;16015.0;0.0;0.0;0.0
2014-10-19;2115;7;10-19;2014-10;2132.0;11974.0;0.0;0.0;0.0
2014-10-20;4009;1;10-20;2014-10;3985.0;23232.0;0.0;0.0;0.0
2014-10-21;3813;2;10-21;2014-10;3236.0;23331.0;0.0;0.0;0.0
2014-10-22;3751;3;10-22;2014-10;2868.0;21651.0;0.0;0.0;0.0
2014-10-23;3733;4;10-23;2014-10;2983.0;20639.0;0.0;0.0;0.0
2014-10-24;3686;5;10-24;2014-10;1831.0;22691.0;0.0;0.0;0.0
2014-10-25;2524;6;10-25;2014-10;2981.0;14634.0;0.0;0.0;0.0
2014-10-26;1372;7;10-26;2014-10;1794.0;8611.0;0.0;0.0;1.0
2014-10-27;3531;1;10-27;2014-10;3006.0;20552.0;0.0;0.0;0.0
2014-10-28;3303;2;10-28;2014-10;3015.0;18193.0;0.0;0.0;0.0
2014-10-29;3378;3;10-29;2014-10;2836.0;19212.0;0.0;0.0;0.0
2014-10-30;3565;4;10-30;2014-10;2912.0;21579.0;0.0;0.0;0.0
2014-10-31;2522;5;10-31;2014-10;4559.0;13011.0;0.0;0.0;1.0
2014-11-01;2344;6;11-01;2014-11;4789.0;13630.0;0.0;0.0;0.0
2014-11-02;1803;7;11-02;2014-11;1746.0;10480.0;0.0;0.0;0.0
2014-11-03;3505;1;11-03;2014-11;2286.0;20241.0;0.0;0.0;0.0
2014-11-04;3237;2;11-04;2014-11;3073.0;19844.0;0.0;0.0;0.0
2014-11-05;2344;3;11-05;2014-11;3224.0;14078.0;0.0;0.0;1.0
2014-11-06;3457;4;11-06;2014-11;3139.0;20837.0;0.0;0.0;0.0
2014-11-07;3492;5;11-07;2014-11;4297.0;20274.0;0.0;0.0;0.0
2014-11-08;2306;6;11-08;2014-11;2361.0;13714.0;0.0;0.0;0.0
2014-11-09;1257;7;11-09;2014-11;2125.0;7668.0;0.0;0.0;1.0
2014-11-10;3558;1;11-10;2014-11;3469.0;20730.0;0.0;0.0;0.0
2014-11-11;3200;2;11-11;2014-11;2318.0;18069.0;0.0;0.0;0.0
2014-11-12;3301;3;11-12;2014-11;2483.0;19798.0;0.0;0.0;0.0
2014-11-13;3315;4;11-13;2014-11;2817.0;19629.0;0.0;0.0;0.0
2014-11-14;3255;5;11-14;2014-11;3718.0;19030.0;0.0;0.0;0.0
2014-11-15;2320;6;11-15;2014-11;2718.0;13874.0;0.0;0.0;0.0
2014-11-16;1490;7;11-16;2014-11;1706.0;8629.0;0.0;0.0;0.0
2014-11-17;3403;1;11-17;2014-11;2960.0;21096.0;0.0;0.0;0.0
2014-11-18;3603;2;11-18;2014-11;3093.0;22106.0;0.0;0.0;0.0
2014-11-19;3286;3;11-19;2014-11;2230.0;19909.0;0.0;0.0;0.0
2014-11-20;3380;4;11-20;2014-11;3563.0;18423.0;0.0;0.0;0.0
2014-11-21;3014;5;11-21;2014-11;3223.0;16152.0;0.0;0.0;0.0
2014-11-22;2115;6;11-22;2014-11;3480.0;13142.0;0.0;0.0;0.0
2014-11-23;1652;7;11-23;2014-11;1865.0;9022.0;0.0;0.0;0.0
2014-11-24;3458;1;11-24;2014-11;1923.0;20860.0;0.0;0.0;0.0
2014-11-25;3438;2;11-25;2014-11;3014.0;19865.0;0.0;0.0;0.0
2014-11-26;3556;3;11-26;2014-11;3231.0;20472.0;0.0;0.0;0.0
2014-11-27;3718;4;11-27;2014-11;3119.0;22120.0;0.0;0.0;0.0
2014-11-28;3617;5;11-28;2014-11;2848.0;20857.0;0.0;0.0;0.0
2014-11-29;2309;6;11-29;2014-11;2464.0;13426.0;0.0;0.0;0.0
2014-11-30;1795;7;11-30;2014-11;1876.0;10465.0;0.0;0.0;0.0
2014-12-01;4380;1;12-01;2014-12;3400.0;25810.0;0.0;0.0;0.0
2014-12-02;3706;2;12-02;2014-12;3024.0;20989.0;0.0;0.0;0.0
2014-12-03;4083;3;12-03;2014-12;3765.0;22571.0;0.0;0.0;0.0
2014-12-04;3877;4;12-04;2014-12;2950.0;21310.0;0.0;0.0;0.0
2014-12-05;4175;5;12-05;2014-12;4839.0;24787.0;0.0;0.0;0.0
2014-12-06;3138;6;12-06;2014-12;3132.0;17686.0;0.0;0.0;0.0
2014-12-07;2046;7;12-07;2014-12;1885.0;11617.0;0.0;0.0;0.0
2014-12-08;2007;1;12-08;2014-12;2265.0;11194.0;0.0;0.0;0.0
2014-12-09;3525;2;12-09;2014-12;2740.0;19826.0;0.0;0.0;0.0
2014-12-10;3368;3;12-10;2014-12;2635.0;20296.0;0.0;0.0;0.0
2014-12-11;3604;4;12-11;2014-12;3384.0;21990.0;0.0;0.0;0.0
2014-12-12;3677;5;12-12;2014-12;2981.0;21941.0;0.0;0.0;0.0
2014-12-13;2534;6;12-13;2014-12;2908.0;15487.0;0.0;0.0;0.0
2014-12-14;1799;7;12-14;2014-12;2087.0;10614.0;0.0;0.0;0.0
