date;calls;weekday;month_day;month_year;reservations_2months_advance;total_reservations;summer_break;christmas_break;special_day
2014-12-15;3575;1;12-15;2014-12;4680.0;19984.0;0.0;0.0;0.0
2014-12-16;3206;2;12-16;2014-12;2427.0;18501.0;0.0;0.0;0.0
2014-12-17;3109;3;12-17;2014-12;2601.0;18315.0;0.0;0.0;0.0
2014-12-18;3196;4;12-18;2014-12;3463.0;19873.0;0.0;0.0;0.0
2014-12-19;3179;5;12-19;2014-12;3164.0;17983.0;0.0;0.0;0.0
2014-12-20;2283;6;12-20;2014-12;2774.0;12986.0;0.0;0.0;0.0
2014-12-21;1967;7;12-21;2014-12;1381.0;11399.0;0.0;0.0;0.0
2014-12-22;4095;1;12-22;2014-12;5035.0;23745.0;0.0;1.0;0.0
2014-12-23;3926;2;12-23;2014-12;3755.0;24260.0;0.0;1.0;0.0
2014-12-24;3299;3;12-24;2014-12;4520.0;21111.0;0.0;1.0;0.0
2014-12-25;1435;4;12-25;2014-12;2197.0;8493.0;0.0;1.0;1.0
2014-12-26;2612;5;12-26;2014-12;5151.0;14199.0;0.0;1.0;1.0
2014-12-27;4495;6;12-27;2014-12;7511.0;24389.0;0.0;1.0;0.0
2014-12-28;4083;7;12-28;2014-12;6418.0;23448.0;0.0;1.0;0.0
2014-12-29;5921;1;12-29;2014-12;3598.0;33729.0;0.0;1.0;0.0
2014-12-30;5910;2;12-30;2014-12;3654.0;33409.0;0.0;1.0;0.0
2014-12-31;4757;3;12-31;2014-12;4418.0;31580.0;0.0;1.0;0.0
2015-01-01;1915;4;01-01;2015-01;2421.0;11157.0;0.0;1.0;1.0
2015-01-02;4410;5;01-02;2015-01;5857.0;26423.0;0.0;1.0;0.0
2015-01-03;2853;6;01-03;2015-01;4425.0;15957.0;0.0;0.0;0.0
2015-01-04;1995;7;01-04;2015-01;2614.0;11371.0;0.0;0.0;0.0
2015-01-05;2948;1;01-05;2015-01;2885.0;16653.0;0.0;0.0;0.0
2015-01-06;1817;2;01-06;2015-01;2160.0;11158.0;0.0;0.0;0.0
2015-01-07;3263;3;01-07;2015-01;2767.0;19209.0;0.0;0.0;0.0
2015-01-08;2872;4;01-08;2015-01;2711.0;16695.0;0.0;0.0;0.0
2015-01-09;3214;5;01-09;2015-01;2551.0;18707.0;0.0;0.0;0.0
2015-01-10;2475;6;01-10;2015-01;2505.0;14272.0;0.0;0.0;0.0
2015-01-11;1607;7;01-11;2015-01;1419.0;9816.0;0.0;0.0;0.0
2015-01-12;3427;1;01-12;2015-01;2621.0;19963.0;0.0;0.0;0.0
2015-01-13;3139;2;01-13;2015-01;2746.0;18570.0;0.0;0.0;0.0
2015-01-14;3319;3;01-14;2015-01;2642.0;19691.0;0.0;0.0;0.0
2015-01-15;3366;4;01-15;2015-01;2895.0;20498.0;0.0;0.0;0.0
2015-01-16;3483;5;01-16;2015-01;3461.0;20231.0;0.0;0.0;0.0
2015-01-17;2193;6;01-17;2015-01;2306.0;12684.0;0.0;0.0;0.0
2015-01-18;1671;7;01-18;2015-01;1498.0;9510.0;0.0;0.0;0.0
2015-01-19;3821;1;01-19;2015-01;2440.0;20893.0;0.0;0.0;0.0
2015-01-20;4319;2;01-20;2015-01;4385.0;23874.0;0.0;0.0;0.0
2015-01-21;3390;3;01-21;2015-01;3628.0;20367.0;0.0;0.0;0.0
2015-01-22;3515;4;01-22;2015-01;3178.0;19560.0;0.0;0.0;0.0
2015-01-23;3150;5;01-23;2015-01;3369.0;19326.0;0.0;0.0;0.0
2015-01-24;2180;6;01-24;2015-01;2546.0;13896.0;0.0;0.0;0.0
2015-01-25;1715;7;01-25;2015-01;1653.0;9530.0;0.0;0.0;0.0
2015-01-26;4024;1;01-26;2015-01;2608.0;23807.0;0.0;0.0;0.0
2015-01-27;3500;2;01-27;2015-01;3172.0;21480.0;0.0;0.0;0.0
2015-01-28;3441;3;01-28;2015-01;3103.0;20318.0;0.0;0.0;0.0
2015-01-29;3427;4;01-29;2015-01;4052.0;19521.0;0.0;0.0;0.0
2015-01-30;3336;5;01-30;2015-01;3193.0;19962.0;0.0;0.0;0.0
2015-01-31;2109;6;01-31;2015-01;2540.0;12492.0;0.0;0.0;0.0
2015-02-01;1674;7;02-01;2015-02;1267.0;8950.0;0.0;0.0;0.0
2015-02-02;3596;1;02-02;2015-02;3334.0;21629.0;0.0;0.0;0.0
2015-02-03;3404;2;02-03;2015-02;3010.0;20076.0;0.0;0.0;0.0
2015-02-04;3602;3;02-04;2015-02;2874.0;21718.0;0.0;0.0;0.0
2015-02-05;3578;4;02-05;2015-02;2514.0;19945.0;0.0;0.0;0.0
2015-02-06;4074;5;02-06;2015-02;3556.0;23235.0;0.0;0.0;0.0
2015-02-07;2519;6;02-07;2015-02;2539.0;15402.0;0.0;0.0;0.0
2015-02-08;1864;7;02-08;2015-02;1766.0;10925.0;0.0;0.0;0.0
2015-02-09;3960;1;02-09;2015-02;3794.0;22020.0;0.0;0.0;0.0
2015-02-10;3720;2;02-10;2015-02;2133.0;23131.0;0.0;0.0;0.0
2015-02-11;3793;3;02-11;2015-02;2678.0;21643.0;0.0;0.0;0.0
2015-02-12;3814;4;02-12;2015-02;3502.0;21319.0;0.0;0.0;0.0
2015-02-13;3901;5;02-13;2015-02;4291.0;21161.0;0.0;0.0;0.0
2015-02-14;2799;6;02-14;2015-02;3430.0;15953.0;0.0;0.0;0.0
2015-02-15;2049;7;02-15;2015-02;1770.0;12052.0;0.0;0.0;0.0
2015-02-16;3621;1;02-16;2015-02;2626.0;21578.0;0.0;0.0;0.0
2015-02-17;3585;2;02-17;2015-02;2940.0;21015.0;0.0;0.0;0.0
2015-02-18;3473;3;02-18;2015-02;3725.0;19702.0;0.0;0.0;0.0
2015-02-19;3500;4;02-19;2015-02;3924.0;19544.0;0.0;0.0;0.0
2015-02-20;3512;5;02-20;2015-02;2754.0;20909.0;0.0;0.0;0.0
2015-02-21;2425;6;02-21;2015-02;2451.0;13919.0;0.0;0.0;0.0
2015-02-22;1912;7;02-22;2015-02;1636.0;10601.0;0.0;0.0;0.0
2015-02-23;3997;1;02-23;2015-02;3492.0;22232.0;0.0;0.0;0.0
2015-02-24;4103;2;02-24;2015-02;3741.0;23248.0;0.0;0.0;0.0
2015-02-25;3790;3;02-25;2015-02;3993.0;23725.0;0.0;0.0;0.0
2015-02-26;3666;4;02-26;2015-02;3759.0;21312.0;0.0;0.0;0.0
2015-02-27;3434;5;02-27;2015-02;4097.0;20834.0;0.0;0.0;0.0
2015-02-28;2543;6;02-28;2015-02;3249.0;16561.0;0.0;0.0;0.0
2015-03-01;1899;7;03-01;2015-03;2015.0;11076.0;0.0;0.0;0.0
2015-03-02;3987;1;03-02;2015-03;2531.0;23030.0;0.0;0.0;0.0
2015-03-03;3735;2;03-03;2015-03;2476.0;23232.0;0.0;0.0;0.0
2015-03-04;3870;3;03-04;2015-03;2384.0;22508.0;0.0;0.0;0.0
2015-03-05;4063;4;03-05;2015-03;3527.0;24321.0;0.0;0.0;0.0
2015-03-06;3851;5;03-06;2015-03;3288.0;23427.0;0.0;0.0;0.0
2015-03-07;2563;6;03-07;2015-03;3221.0;14526.0;0.0;0.0;0.0
2015-03-08;2044;7;03-08;2015-03;2449.0;12267.0;0.0;0.0;0.0
2015-03-09;4143;1;03-09;2015-03;3152.0;23568.0;0.0;0.0;0.0
2015-03-10;4044;2;03-10;2015-03;1809.0;23239.0;0.0;0.0;0.0
2015-03-11;4070;3;03-11;2015-03;3622.0;23477.0;0.0;0.0;0.0
2015-03-12;4471;4;03-12;2015-03;3957.0;26535.0;0.0;0.0;0.0
2015-03-13;3965;5;03-13;2015-03;5144.0;23245.0;0.0;0.0;0.0
2015-03-14;2752;6;03-14;2015-03;2522.0;14906.0;0.0;0.0;0.0
2015-03-15;2203;7;03-15;2015-03;2507.0;12963.0;0.0;0.0;0.0
2015-03-16;4622;1;03-16;2015-03;4044.0;25592.0;0.0;0.0;0.0
2015-03-17;4265;2;03-17;2015-03;3888.0;24507.0;0.0;0.0;0.0
2015-03-18;4137;3;03-18;2015-03;3025.0;23035.0;0.0;0.0;0.0
2015-03-19;4208;4;03-19;2015-03;4620.0;25029.0;0.0;0.0;0.0
2015-03-20;4382;5;03-20;2015-03;4693.0;26375.0;0.0;0.0;0.0
2015-03-21;3273;6;03-21;2015-03;5319.0;18979.0;0.0;0.0;0.0
2015-03-22;2451;7;03-22;2015-03;3152.0;14091.0;0.0;0.0;0.0
2015-03-23;4720;1;03-23;2015-03;5160.0;28515.0;0.0;0.0;0.0
2015-03-24;4435;2;03-24;2015-03;3679.0;25894.0;0.0;0.0;0.0
2015-03-25;4759;3;03-25;2015-03;3767.0;26974.0;0.0;0.0;0.0
2015-03-26;4348;4;03-26;2015-03;4115.0;24678.0;0.0;0.0;0.0
2015-03-27;4521;5;03-27;2015-03;4599.0;26413.0;0.0;0.0;0.0
2015-03-28;3331;6;03-28;2015-03;4296.0;18802.0;0.0;0.0;0.0
2015-03-29;1774;7;03-29;2015-03;2576.0;11005.0;0.0;0.0;1.0
2015-03-30;5503;1;03-30;2015-03;5213.0;28714.0;0.0;0.0;0.0
2015-03-31;5487;2;03-31;2015-03;3897.0;32786.0;0.0;0.0;0.0
2015-04-01;5871;3;04-01;2015-04;5487.0;34881.0;0.0;0.0;0.0
2015-04-02;6228;4;04-02;2015-04;3198.0;36723.0;0.0;0.0;0.0
2015-04-03;4174;5;04-03;2015-04;7843.0;23899.0;0.0;0.0;1.0
2015-04-04;4609;6;04-04;2015-04;4760.0;26600.0;0.0;0.0;0.0
2015-04-05;2946;7;04-05;2015-04;2735.0;17479.0;0.0;0.0;0.0
2015-04-06;2191;1;04-06;2015-04;3012.0;11982.0;0.0;0.0;1.0
2015-04-07;5855;2;04-07;2015-04;3762.0;33173.0;0.0;0.0;0.0
2015-04-08;5595;3;04-08;2015-04;3291.0;31837.0;0.0;0.0;0.0
2015-04-09;5668;4;04-09;2015-04;3719.0;34039.0;0.0;0.0;0.0
2015-04-10;5618;5;04-10;2015-04;6479.0;32424.0;0.0;0.0;0.0
2015-04-11;3721;6;04-11;2015-04;2637.0;20905.0;0.0;0.0;0.0
2015-04-12;2875;7;04-12;2015-04;2780.0;16061.0;0.0;0.0;0.0
2015-04-13;6191;1;04-13;2015-04;5991.0;33486.0;0.0;0.0;0.0
2015-04-14;5842;2;04-14;2015-04;5152.0;32171.0;0.0;0.0;0.0
2015-04-15;6024;3;04-15;2015-04;3994.0;34979.0;0.0;0.0;0.0
2015-04-16;5860;4;04-16;2015-04;5126.0;37633.0;0.0;0.0;0.0
2015-04-17;6085;5;04-17;2015-04;5440.0;36674.0;0.0;0.0;0.0
2015-04-18;4380;6;04-18;2015-04;4902.0;25078.0;0.0;0.0;0.0
2015-04-19;3060;7;04-19;2015-04;2658.0;18133.0;0.0;0.0;0.0
2015-04-20;6132;1;04-20;2015-04;4472.0;34542.0;0.0;0.0;0.0
2015-04-21;5923;2;04-21;2015-04;4248.0;34886.0;0.0;0.0;0.0
2015-04-22;6110;3;04-22;2015-04;4654.0;35204.0;0.0;0.0;0.0
2015-04-23;4366;4;04-23;2015-04;6507.0;25383.0;0.0;0.0;1.0
2015-04-24;6101;5;04-24;2015-04;3572.0;36671.0;0.0;0.0;0.0
2015-04-25;4088;6;04-25;2015-04;6484.0;23419.0;0.0;0.0;0.0
2015-04-26;3474;7;04-26;2015-04;2423.0;20190.0;0.0;0.0;0.0
2015-04-27;7270;1;04-27;2015-04;5662.0;43686.0;0.0;0.0;0.0
2015-04-28;6953;2;04-28;2015-04;5556.0;44485.0;0.0;0.0;0.0
2015-04-29;7149;3;04-29;2015-04;6538.0;41533.0;0.0;0.0;0.0
2015-04-30;7915;4;04-30;2015-04;6116.0;45366.0;0.0;0.0;0.0
2015-05-01;5909;5;05-01;2015-05;6636.0;37185.0;0.0;0.0;0.0
2015-05-02;5253;6;05-02;2015-05;3558.0;30197.0;0.0;0.0;0.0
2015-05-03;3650;7;05-03;2015-05;4591.0;21440.0;0.0;0.0;0.0
2015-05-04;5188;1;05-04;2015-05;7410.0;30318.0;0.0;0.0;1.0
2015-05-05;6348;2;05-05;2015-05;4777.0;39411.0;0.0;0.0;0.0
2015-05-06;6425;3;05-06;2015-05;4582.0;36833.0;0.0;0.0;0.0
2015-05-07;7397;4;05-07;2015-05;4752.0;42697.0;0.0;0.0;0.0
2015-05-08;4862;5;05-08;2015-05;7415.0;29835.0;0.0;0.0;1.0
2015-05-09;5043;6;05-09;2015-05;3324.0;29097.0;0.0;0.0;0.0
2015-05-10;3511;7;05-10;2015-05;4167.0;20712.0;0.0;0.0;0.0
2015-05-11;7210;1;05-11;2015-05;5846.0;40902.0;0.0;0.0;0.0
2015-05-12;7132;2;05-12;2015-05;4669.0;43763.0;0.0;0.0;0.0
2015-05-13;7442;3;05-13;2015-05;4247.0;42630.0;0.0;0.0;0.0
2015-05-14;7232;4;05-14;2015-05;5716.0;42335.0;0.0;0.0;0.0
2015-05-15;7336;5;05-15;2015-05;6191.0;44127.0;0.0;0.0;0.0
2015-05-16;5175;6;05-16;2015-05;5461.0;29888.0;0.0;0.0;0.0
2015-05-17;3919;7;05-17;2015-05;4267.0;24397.0;0.0;0.0;0.0
2015-05-18;7262;1;05-18;2015-05;4178.0;44404.0;0.0;0.0;0.0
2015-05-19;7120;2;05-19;2015-05;6205.0;41188.0;0.0;0.0;0.0
2015-05-20;7068;3;05-20;2015-05;6961.0;39975.0;0.0;0.0;0.0
2015-05-21;7480;4;05-21;2015-05;5650.0;44998.0;0.0;0.0;0.0
2015-05-22;7302;5;05-22;2015-05;6478.0;45748.0;0.0;0.0;0.0
2015-05-23;5627;6;05-23;2015-05;5813.0;32004.0;0.0;0.0;0.0
2015-05-24;4003;7;05-24;2015-05;3293.0;23311.0;0.0;0.0;0.0
2015-05-25;5292;1;05-25;2015-05;3522.0;31034.0;0.0;0.0;1.0
2015-05-26;7375;2;05-26;2015-05;6539.0;43349.0;0.0;0.0;0.0
2015-05-27;7851;3;05-27;2015-05;7077.0;47112.0;0.0;0.0;0.0
2015-05-28;7667;4;05-28;2015-05;6944.0;45769.0;0.0;0.0;0.0
2015-05-29;8015;5;05-29;2015-05;7247.0;45059.0;0.0;0.0;0.0
2015-05-30;5989;6;05-30;2015-05;6243.0;33400.0;0.0;0.0;0.0
2015-05-31;4164;7;05-31;2015-05;3991.0;25649.0;0.0;0.0;0.0
2015-06-01;6327;1;06-01;2015-06;6661.0;36754.0;0.0;0.0;0.0
2015-06-02;4384;2;06-02;2015-06;3101.0;25440.0;0.0;0.0;0.0
2015-06-03;7472;3;06-03;2015-06;5726.0;41510.0;0.0;0.0;0.0
2015-06-04;6875;4;06-04;2015-06;5792.0;40401.0;0.0;0.0;0.0
2015-06-05;6774;5;06-05;2015-06;7407.0;38067.0;0.0;0.0;0.0
2015-06-06;4941;6;06-06;2015-06;5324.0;30060.0;0.0;0.0;0.0
2015-06-07;3912;7;06-07;2015-06;5174.0;22047.0;0.0;0.0;0.0
2015-06-08;7349;1;06-08;2015-06;5030.0;45476.0;0.0;0.0;0.0
2015-06-09;7296;2;06-09;2015-06;7083.0;44922.0;0.0;0.0;0.0
2015-06-10;7249;3;06-10;2015-06;5681.0;43301.0;0.0;0.0;0.0
2015-06-11;7112;4;06-11;2015-06;8306.0;40036.0;0.0;0.0;0.0
2015-06-12;7221;5;06-12;2015-06;4524.0;42628.0;0.0;0.0;0.0
2015-06-13;5332;6;06-13;2015-06;6295.0;31054.0;0.0;0.0;0.0
2015-06-14;4410;7;06-14;2015-06;4938.0;28133.0;0.0;0.0;0.0
2015-06-15;7449;1;06-15;2015-06;4368.0;41509.0;0.0;0.0;0.0
2015-06-16;7282;2;06-16;2015-06;6884.0;41265.0;0.0;0.0;0.0
2015-06-17;6984;3;06-17;2015-06;4549.0;43382.0;0.0;0.0;0.0
2015-06-18;6864;4;06-18;2015-06;5905.0;40805.0;0.0;0.0;0.0
2015-06-19;6819;5;06-19;2015-06;8248.0;39933.0;0.0;0.0;0.0
2015-06-20;5469;6;06-20;2015-06;8249.0;29589.0;0.0;0.0;0.0
2015-06-21;4234;7;06-21;2015-06;4183.0;24484.0;0.0;0.0;0.0
2015-06-22;7174;1;06-22;2015-06;7487.0;43623.0;0.0;0.0;0.0
2015-06-23;7041;2;06-23;2015-06;7230.0;41896.0;0.0;0.0;0.0
2015-06-24;7221;3;06-24;2015-06;6375.0;41225.0;0.0;0.0;0.0
2015-06-25;7056;4;06-25;2015-06;6913.0;43240.0;0.0;0.0;0.0
2015-06-26;7123;5;06-26;2015-06;5832.0;41749.0;0.0;0.0;0.0
2015-06-27;5480;6;06-27;2015-06;7170.0;32476.0;0.0;0.0;0.0
2015-06-28;4125;7;06-28;2015-06;4424.0;25635.0;0.0;0.0;0.0
2015-06-29;7427;1;06-29;2015-06;6265.0;43408.0;1.0;0.0;0.0
2015-06-30;7554;2;06-30;2015-06;5603.0;43465.0;1.0;0.0;0.0
2015-07-01;7723;3;07-01;2015-07;6173.0;42660.0;1.0;0.0;0.0
2015-07-02;7800;4;07-02;2015-07;7670.0;47127.0;1.0;0.0;0.0
2015-07-03;8323;5;07-03;2015-07;11777.0;49174.0;1.0;0.0;0.0
2015-07-04;6283;6;07-04;2015-07;9966.0;35349.0;1.0;0.0;0.0
2015-07-05;4919;7;07-05;2015-07;7627.0;27938.0;1.0;0.0;0.0
2015-07-06;8668;1;07-06;2015-07;7733.0;48862.0;1.0;0.0;0.0
2015-07-07;8382;2;07-07;2015-07;6928.0;45218.0;1.0;0.0;0.0
2015-07-08;8369;3;07-08;2015-07;6422.0;49761.0;1.0;0.0;0.0
2015-07-09;8373;4;07-09;2015-07;8278.0;48145.0;1.0;0.0;0.0
2015-07-10;8518;5;07-10;2015-07;10378.0;51826.0;1.0;0.0;0.0
2015-07-11;7057;6;07-11;2015-07;10685.0;40027.0;1.0;0.0;0.0
2015-07-12;5415;7;07-12;2015-07;5704.0;30351.0;1.0;0.0;0.0
2015-07-13;9414;1;07-13;2015-07;8730.0;51301.0;1.0;0.0;0.0
2015-07-14;9201;2;07-14;2015-07;7766.0;57096.0;1.0;0.0;0.0
2015-07-15;8993;3;07-15;2015-07;6090.0;51524.0;1.0;0.0;0.0
2015-07-16;9093;4;07-16;2015-07;7628.0;54004.0;1.0;0.0;0.0
2015-07-17;9420;5;07-17;2015-07;9877.0;56362.0;1.0;0.0;0.0
2015-07-18;8007;6;07-18;2015-07;10871.0;46992.0;1.0;0.0;0.0
2015-07-19;6099;7;07-19;2015-07;5921.0;36445.0;1.0;0.0;0.0
2015-07-20;10071;1;07-20;2015-07;9486.0;61461.0;1.0;0.0;0.0
2015-07-21;10127;2;07-21;2015-07;10880.0;59994.0;1.0;0.0;0.0
2015-07-22;9960;3;07-22;2015-07;9558.0;58731.0;1.0;0.0;0.0
2015-07-23;10152;4;07-23;2015-07;6561.0;58022.0;1.0;0.0;0.0
2015-07-24;9743;5;07-24;2015-07;9384.0;53428.0;1.0;0.0;0.0
2015-07-25;8214;6;07-25;2015-07;11599.0;49396.0;1.0;0.0;0.0
2015-07-26;6262;7;07-26;2015-07;5895.0;36997.0;1.0;0.0;0.0
2015-07-27;10566;1;07-27;2015-07;11644.0;61601.0;1.0;0.0;0.0
2015-07-28;10045;2;07-28;2015-07;8241.0;61025.0;1.0;0.0;0.0
2015-07-29;10698;3;07-29;2015-07;10492.0;61645.0;1.0;0.0;0.0
2015-07-30;10019;4;07-30;2015-07;8014.0;59217.0;1.0;0.0;0.0
2015-07-31;9924;5;07-31;2015-07;7934.0;57996.0;1.0;0.0;0.0
2015-08-01;8596;6;08-01;2015-08;11169.0;52454.0;1.0;0.0;0.0
2015-08-02;7186;7;08-02;2015-08;7518.0;42034.0;1.0;0.0;0.0
2015-08-03;12150;1;08-03;2015-08;12601.0;70207.0;1.0;0.0;0.0
2015-08-04;11582;2;08-04;2015-08;13657.0;66494.0;1.0;0.0;0.0
2015-08-05;11107;3;08-05;2015-08;7860.0;65411.0;1.0;0.0;0.0
2015-08-06;10994;4;08-06;2015-08;10437.0;64409.0;1.0;0.0;0.0
2015-08-07;11653;5;08-07;2015-08;10288.0;65826.0;1.0;0.0;0.0
2015-08-08;10456;6;08-08;2015-08;10501.0;63149.0;1.0;0.0;0.0
2015-08-09;8488;7;08-09;2015-08;8525.0;47780.0;1.0;0.0;0.0
2015-08-10;12864;1;08-10;2015-08;11739.0;79727.0;1.0;0.0;0.0
2015-08-11;12446;2;08-11;2015-08;11794.0;76206.0;1.0;0.0;0.0
2015-08-12;11693;3;08-12;2015-08;10048.0;69833.0;1.0;0.0;0.0
2015-08-13;11547;4;08-13;2015-08;10478.0;71637.0;1.0;0.0;0.0
2015-08-14;11548;5;08-14;2015-08;15993.0;70651.0;1.0;0.0;0.0
2015-08-15;7906;6;08-15;2015-08;10918.0;47774.0;1.0;0.0;0.0
2015-08-16;8121;7;08-16;2015-08;8803.0;47351.0;1.0;0.0;0.0
2015-08-17;11582;1;08-17;2015-08;17681.0;66902.0;1.0;0.0;0.0
2015-08-18;10411;2;08-18;2015-08;9107.0;63754.0;1.0;0.0;0.0
2015-08-19;9999;3;08-19;2015-08;11302.0;57891.0;1.0;0.0;0.0
2015-08-20;9354;4;08-20;2015-08;12540.0;55712.0;1.0;0.0;0.0
2015-08-21;9620;5;08-21;2015-08;11720.0;59096.0;1.0;0.0;0.0
2015-08-22;7413;6;08-22;2015-08;8557.0;43250.0;1.0;0.0;0.0
2015-08-23;6046;7;08-23;2015-08;6861.0;34530.0;1.0;0.0;0.0
2015-08-24;9102;1;08-24;2015-08;7212.0;52685.0;1.0;0.0;0.0
2015-08-25;8431;2;08-25;2015-08;11892.0;49253.0;1.0;0.0;0.0
2015-08-26;8406;3;08-26;2015-08;7260.0;51363.0;1.0;0.0;0.0
2015-08-27;8084;4;08-27;2015-08;10065.0;47841.0;1.0;0.0;0.0
2015-08-28;8107;5;08-28;2015-08;11473.0;48434.0;1.0;0.0;0.0
2015-08-29;6496;6;08-29;2015-08;6100.0;34701.0;1.0;0.0;0.0
2015-08-30;4257;7;08-30;2015-08;4173.0;25134.0;0.0;0.0;0.0
2015-08-31;5200;1;08-31;2015-08;6905.0;29768.0;0.0;0.0;1.0
2015-09-01;7731;2;09-01;2015-09;7031.0;44657.0;0.0;0.0;0.0
2015-09-02;7655;3;09-02;2015-09;7322.0;43790.0;0.0;0.0;0.0
2015-09-03;8202;4;09-03;2015-09;8380.0;47985.0;0.0;0.0;0.0
2015-09-04;8295;5;09-04;2015-09;10047.0;47244.0;0.0;0.0;0.0
2015-09-05;6832;6;09-05;2015-09;7969.0;38221.0;0.0;0.0;0.0
2015-09-06;4634;7;09-06;2015-09;5509.0;26464.0;0.0;0.0;0.0
2015-09-07;7761;1;09-07;2015-09;6426.0;44257.0;0.0;0.0;0.0
2015-09-08;7997;2;09-08;2015-09;6415.0;45506.0;0.0;0.0;0.0
2015-09-09;8506;3;09-09;2015-09;6295.0;50596.0;0.0;0.0;0.0
2015-09-10;7742;4;09-10;2015-09;10120.0;45808.0;0.0;0.0;0.0
2015-09-11;7422;5;09-11;2015-09;7801.0;48232.0;0.0;0.0;0.0
2015-09-12;5431;6;09-12;2015-09;6467.0;30997.0;0.0;0.0;0.0
2015-09-13;4264;7;09-13;2015-09;4858.0;23398.0;0.0;0.0;0.0
2015-09-14;7379;1;09-14;2015-09;5927.0;41282.0;0.0;0.0;0.0
2015-09-15;7392;2;09-15;2015-09;6471.0;43464.0;0.0;0.0;0.0
2015-09-16;7508;3;09-16;2015-09;6915.0;44152.0;0.0;0.0;0.0
2015-09-17;7267;4;09-17;2015-09;5424.0;41885.0;0.0;0.0;0.0
2015-09-18;7373;5;09-18;2015-09;5947.0;41617.0;0.0;0.0;0.0
2015-09-19;5598;6;09-19;2015-09;6017.0;34696.0;0.0;0.0;0.0
2015-09-20;4271;7;09-20;2015-09;3388.0;25217.0;0.0;0.0;0.0
2015-09-21;7079;1;09-21;2015-09;7062.0;43187.0;0.0;0.0;0.0
2015-09-22;6945;2;09-22;2015-09;6999.0;40935.0;0.0;0.0;0.0
2015-09-23;7750;3;09-23;2015-09;5216.0;47183.0;0.0;0.0;0.0
2015-09-24;7131;4;09-24;2015-09;6553.0;40683.0;0.0;0.0;0.0
2015-09-25;7039;5;09-25;2015-09;6660.0;40140.0;0.0;0.0;0.0
2015-09-26;5189;6;09-26;2015-09;4570.0;30665.0;0.0;0.0;0.0
2015-09-27;3860;7;09-27;2015-09;3414.0;21993.0;0.0;0.0;0.0
2015-09-28;6753;1;09-28;2015-09;5423.0;41857.0;0.0;0.0;0.0
2015-09-29;6252;2;09-29;2015-09;4501.0;39496.0;0.0;0.0;0.0
2015-09-30;6476;3;09-30;2015-09;4557.0;37518.0;0.0;0.0;0.0
2015-10-01;6894;4;10-01;2015-10;5710.0;41108.0;0.0;0.0;0.0
2015-10-02;7064;5;10-02;2015-10;6228.0;42123.0;0.0;0.0;0.0
2015-10-03;5291;6;10-03;2015-10;5412.0;31796.0;0.0;0.0;0.0
2015-10-04;3794;7;10-04;2015-10;3236.0;22036.0;0.0;0.0;0.0
2015-10-05;6509;1;10-05;2015-10;4416.0;37538.0;0.0;0.0;0.0
2015-10-06;6948;2;10-06;2015-10;6705.0;40191.0;0.0;0.0;0.0
2015-10-07;6651;3;10-07;2015-10;5263.0;39400.0;0.0;0.0;0.0
2015-10-08;6489;4;10-08;2015-10;3997.0;34625.0;0.0;0.0;0.0
2015-10-09;6452;5;10-09;2015-10;6264.0;36447.0;0.0;0.0;0.0
2015-10-10;4849;6;10-10;2015-10;4388.0;27266.0;0.0;0.0;0.0
2015-10-11;3496;7;10-11;2015-10;3039.0;20256.0;0.0;0.0;0.0
2015-10-12;6080;1;10-12;2015-10;4824.0;37771.0;0.0;0.0;0.0
2015-10-13;6318;2;10-13;2015-10;3295.0;38895.0;0.0;0.0;0.0
2015-10-14;6309;3;10-14;2015-10;5839.0;38511.0;0.0;0.0;0.0
2015-10-15;6052;4;10-15;2015-10;4976.0;34236.0;0.0;0.0;0.0
2015-10-16;6010;5;10-16;2015-10;5920.0;33790.0;0.0;0.0;0.0
2015-10-17;4399;6;10-17;2015-10;4626.0;26527.0;0.0;0.0;0.0
2015-10-18;3079;7;10-18;2015-10;1892.0;17788.0;0.0;0.0;0.0
2015-10-19;6129;1;10-19;2015-10;3752.0;35342.0;0.0;0.0;0.0
2015-10-20;5972;2;10-20;2015-10;5611.0;34948.0;0.0;0.0;0.0
2015-10-21;5743;3;10-21;2015-10;4262.0;32142.0;0.0;0.0;0.0
2015-10-22;5631;4;10-22;2015-10;4038.0;36822.0;0.0;0.0;0.0
2015-10-23;5505;5;10-23;2015-10;4701.0;30994.0;0.0;0.0;0.0
2015-10-24;4108;6;10-24;2015-10;4971.0;23555.0;0.0;0.0;0.0
2015-10-25;2128;7;10-25;2015-10;2964.0;11706.0;0.0;0.0;1.0
2015-10-26;5526;1;10-26;2015-10;4273.0;33130.0;0.0;0.0;0.0
2015-10-27;5146;2;10-27;2015-10;5730.0;31261.0;0.0;0.0;0.0
2015-10-28;4925;3;10-28;2015-10;5145.0;27743.0;0.0;0.0;0.0
2015-10-29;4934;4;10-29;2015-10;3881.0;28871.0;0.0;0.0;0.0
2015-10-30;4820;5;10-30;2015-10;4269.0;29114.0;0.0;0.0;0.0
2015-10-31;2313;6;10-31;2015-10;4632.0;14036.0;0.0;0.0;1.0
2015-11-01;2359;7;11-01;2015-11;2915.0;14393.0;0.0;0.0;0.0
2015-11-02;4801;1;11-02;2015-11;3909.0;28250.0;0.0;0.0;0.0
2015-11-03;4893;2;11-03;2015-11;4000.0;26401.0;0.0;0.0;0.0
